"","q01","q02","q03","q05","party_registered","q06","q06a","q06b","q07","q16","q24","q36","q37","q38","q39","q40","q45","q46","q46a","q46b","d1","d1a","d2","d3","d4","d4a","d5","d5a","d6","d7","d8","d9","d9a","d10","d10a","d11","county","language","gender","weight","pres_ticketpref","year"
"1803","[VOL] don't know","good times","[VOL] don't know","no",NA,0,0,3,NA,NA,"disapprove","disapprove","disapprove","[VOL] none of the time, not at all","a few big interests","a lot","[VOL] don't know","none","never","no",40,"35 to 44","[VOL] neither",1,"yes","Have kids, public schools","full-time employed",NA,"divorced","College graduate","Asian","yes",NA,"Catholic","no, would not","$40,000 to under $60,000","San Diego      ","English","Female",1.23897361970794,"Other",2008
"1804","[VOL] don't know","good times","no","no",NA,0,0,2,NA,NA,"[VOL] don't know","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat liberal","fair amount","never","no",44,"35 to 44","own",3,"yes","Have kids, public schools","part-time employed",NA,"married","High school graduate/GED","Caucasian or White And Non-Hispanic","no","no, not a U.S. citizen","Catholic","no, would not",NA,"Orange         ","English","Female",1.23897361970794,"Democratic",2008
"1805","wrong direction","bad times","yes, serious recession","no",NA,0,0,1,NA,NA,"[VOL] don't know","approve","disapprove","only some of the time","a few big interests","some","somewhat liberal","fair amount","part of the time","[VOL] don't know",41,"35 to 44","own",8,"yes","Have kids, public schools","full-time employed",NA,"divorced","High school graduate/GED","Caucasian or White And Non-Hispanic","yes",NA,"Catholic","no, would not","$40,000 to under $60,000","Riverside      ","English","Female",1.23897361970794,"Republican",2008
"1806","wrong direction","bad times","yes, serious recession","no",NA,0,0,2,NA,NA,"disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","very liberal","great deal","nearly always","no",54,"45 to 54","rent",7,"no","Do not have kids","full-time employed",NA,"married","Post graduate","Caucasian or White And Non-Hispanic","yes",NA,"no religion (includes: not a believer, not religious, atheis",NA,"$60,000 to under $80,000","San Diego      ","English","Female",1.03591799174367,"Democratic",2008
"1807","wrong direction","bad times","yes, moderate recession","no",NA,0,0,2,NA,NA,"approve","disapprove","approve","only some of the time","benefit of all of the people","some","somewhat conservative","fair amount","seldom","no",53,"45 to 54","rent",9,"no","Do not have kids","part-time employed",NA,"married","High school graduate/GED","Black or African American","yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","yes, would","Under $20,000","San Bernardino ","English","Female",1.03591799174367,"Democratic",2008
"1808","wrong direction","good times","yes, serious recession","no",NA,0,0,1,NA,NA,"disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat conservative","fair amount","nearly always","yes",49,"45 to 54","own",1,"no","Do not have kids","full-time employed",NA,"married","Some high school or less","Hispanic or Latino","no","no, not a U.S. citizen","Catholic","no, would not","$20,000 to under $40,000","San Bernardino ","Spanish","Female",1.03591799174367,"Republican",2008
"1809","wrong direction","good times","yes, moderate recession","no",NA,0,0,2,NA,NA,"approve","disapprove","approve","most of the time","benefit of all of the people","a lot","very conservative","great deal","always","yes",45,"45 to 54","rent",10,"yes","Have kids, public schools","not-employed","not employed, looking for work","married","Some high school or less","Hispanic or Latino","no","no, not a U.S. citizen","Catholic","yes, would","Under $20,000","Orange         ","Spanish","Female",1.03591799174367,"Democratic",2008
"1810","wrong direction","good times","yes, moderate recession","no",NA,0,0,2,NA,NA,"disapprove","disapprove","approve","only some of the time","a few big interests","a lot","somewhat liberal","only a little","never","no",45,"45 to 54","own",1,"yes","Have kids, public schools","full-time employed",NA,"married","Some high school or less","Hispanic or Latino","no","no, not a U.S. citizen","Catholic","no, would not","$20,000 to under $40,000","Orange         ","Spanish","Female",1.03591799174367,"Democratic",2008
"1811","wrong direction","bad times","yes, serious recession","no",NA,0,0,2,NA,NA,"approve","disapprove","disapprove","only some of the time","a few big interests","a lot","middle-of-the-road","fair amount","never","no",48,"45 to 54","own",4,"yes","Have kids, public schools","not-employed","not employed, homemaker","divorced","High school graduate/GED","Caucasian or White And Non-Hispanic","yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","yes, would","Under $20,000","San Bernardino ","English","Female",1.03591799174367,"Democratic",2008
"1812","wrong direction","good times","yes, moderate recession","no",NA,0,0,2,NA,NA,"disapprove","approve","disapprove","only some of the time","benefit of all of the people","[VOL] don't know","somewhat conservative","great deal","nearly always","no",48,"45 to 54","rent",5,"no","Do not have kids","not-employed","not employed, homemaker","married","Some high school or less","Hispanic or Latino","no","no, not a U.S. citizen","Catholic","yes, would",NA,"San Diego      ","Spanish","Female",1.03591799174367,"Democratic",2008
"1813","wrong direction","bad times","yes, mild recession","no",NA,0,0,1,NA,NA,"approve","approve","approve","only some of the time","a few big interests","some","somewhat liberal","fair amount","always","yes",60,"55 to 64","own",0,"no","Do not have kids","not-employed","not employed, retired","married","Post graduate","Caucasian or White And Non-Hispanic","yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","yes, would","$20,000 to under $40,000","San Diego      ","English","Female",0.718419671952151,"Republican",2008
"1814","wrong direction","bad times","yes, mild recession","no",NA,0,0,2,NA,NA,"disapprove","disapprove","disapprove","[VOL] none of the time, not at all","[VOL] don't know","a lot","[VOL] don't know","none","never","yes",60,"55 to 64","rent",13,"no","Do not have kids","[VOL] disabled/On Disability",NA,"married","Some high school or less","Hispanic or Latino","no","yes, U.S. citizen","Catholic","no, would not",NA,"San Diego      ","Spanish","Female",0.718419671952151,"Democratic",2008
"1815","wrong direction","bad times","yes, moderate recession","no",NA,0,0,2,NA,NA,"disapprove","disapprove","disapprove","only some of the time","a few big interests","don't waste very much","somewhat conservative","great deal","always","yes",60,"55 to 64","rent",8,"no","Do not have kids","not-employed","[VOL] disabled; on disability","married","High school graduate/GED","Hispanic or Latino","no","no, not a U.S. citizen","Catholic","no, would not","Under $20,000","San Diego      ","Spanish","Female",0.718419671952151,"Democratic",2008
"1816","wrong direction","bad times","yes, serious recession","no",NA,0,0,1,NA,NA,"disapprove","disapprove","approve","only some of the time","benefit of all of the people","some","very conservative","great deal","never","no",62,"55 to 64","own",19,"no","Do not have kids","not-employed","not employed, looking for work","married","High school graduate/GED","Hispanic or Latino","no","no, not a U.S. citizen","Catholic","no, would not","Under $20,000","Riverside      ","Spanish","Female",0.718419671952151,"Republican",2008
"1817","wrong direction","bad times","yes, serious recession","no",NA,0,0,2,NA,NA,"disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","middle-of-the-road","great deal","never","no",57,"55 to 64","own",34,"no","Do not have kids","not-employed","[VOL] disabled; on disability","married","Some high school or less","Hispanic or Latino","no","no, not a U.S. citizen","Catholic","no, would not","$20,000 to under $40,000","San Bernardino ","Spanish","Female",0.718419671952151,"Democratic",2008
"1818","wrong direction","good times","yes, moderate recession","no",NA,0,0,2,NA,NA,"disapprove","[VOL] don't know","[VOL] don't know","only some of the time","a few big interests","some","somewhat conservative","only a little","part of the time","[VOL] don't know",55,"55 to 64","rent",2,"no","Do not have kids","full-time employed",NA,"separated","Some high school or less","Hispanic or Latino","no","no, not a U.S. citizen","Catholic","no, would not",NA,"San Diego      ","Spanish","Female",0.718419671952151,"Democratic",2008
"1819","wrong direction","bad times","yes, mild recession","no",NA,0,0,3,NA,NA,"disapprove","approve","disapprove","only some of the time","a few big interests","a lot","somewhat conservative","fair amount","nearly always","yes",60,"55 to 64","rent",0,"yes","Have kids, public schools","not-employed","not employed, looking for work","separated","High school graduate/GED","Caucasian or White And Non-Hispanic","yes",NA,"Catholic","no, would not","Under $20,000","San Diego      ","English","Female",0.718419671952151,"Other",2008
"1820","[VOL] don't know","bad times","no","no",NA,0,0,2,NA,NA,"[VOL] don't know","approve","approve","just about always","a few big interests","a lot","very liberal","great deal","always","yes",71,"65 or older","own",5,"no","Do not have kids","part-time employed",NA,"married","Post graduate","Caucasian or White And Non-Hispanic","yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","no, would not","$40,000 to under $60,000","Orange         ","English","Female",0.496882870858982,"Democratic",2008
"1821","[VOL] don't know","bad times","[VOL] don't know","no",NA,0,0,1,NA,NA,"[VOL] don't know","approve","disapprove","only some of the time","a few big interests","a lot","very conservative","fair amount","never","no",80,"65 or older","own",12,"no","Do not have kids","not-employed","not employed, retired","widowed","High school graduate/GED","Caucasian or White And Non-Hispanic","no","no, not a U.S. citizen","Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","yes, would","$20,000 to under $40,000","Orange         ","English","Female",0.496882870858982,"Republican",2008
"1822","right direction","good times","yes, moderate recession","no",NA,0,0,1,NA,NA,"approve","approve","approve","most of the time","a few big interests","a lot","very liberal","great deal","always","yes",77,"65 or older","own",3,"no","Do not have kids","not-employed","not employed, retired","widowed","Some college","Caucasian or White And Non-Hispanic","yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","no, would not","$20,000 to under $40,000","Orange         ","English","Female",0.496882870858982,"Republican",2008
"1823","[VOL] don't know","bad times","yes, serious recession","no",NA,0,0,2,NA,NA,"disapprove","disapprove","disapprove","[VOL] none of the time, not at all","a few big interests","a lot","very liberal","great deal","always","yes",84,"65 or older","own",45,"no","Do not have kids","not-employed","not employed, retired","widowed","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","no, would not",NA,"Riverside      ","English","Female",0.496882870858982,"Democratic",2008
"1824","right direction","bad times","yes, serious recession","no",NA,0,0,2,NA,NA,"approve","disapprove","approve","only some of the time","a few big interests","a lot","very liberal","great deal","seldom","yes",66,"65 or older","own",17,"no","Do not have kids","not-employed","not employed, retired","married","College graduate","Caucasian or White And Non-Hispanic","no","yes, U.S. citizen","no religion (includes: not a believer, not religious, atheis",NA,"$60,000 to under $80,000","San Bernardino ","English","Female",0.496882870858982,"Democratic",2008
"1825","[VOL] don't know","good times","no","no",NA,0,0,2,NA,NA,"[VOL] don't know","disapprove","disapprove","only some of the time","a few big interests","a lot","very conservative","[VOL] don't know","part of the time","yes",NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,"[VOL] refuse","Jehovah's Witness",NA,NA,"San Diego      ","Spanish","Female",0.943822692842722,"Democratic",2008
"1826","wrong direction","[VOL] don't know","yes, serious recession","[VOL] don't know",NA,0,0,3,NA,NA,"[VOL] don't know","disapprove","approve","most of the time","a few big interests","some","middle-of-the-road","only a little","seldom","yes",51,"45 to 54","own",11,"no","Do not have kids","full-time employed",NA,"married","Some college","Hispanic or Latino","no","yes, U.S. citizen","Catholic","no, would not","$20,000 to under $40,000","Orange         ","English","Male",0.920417883529699,"Other",2008
"1827","wrong direction","[VOL] don't know","[VOL] don't know","[VOL] don't know",NA,0,0,4,NA,NA,"[VOL] don't know","[VOL] don't know","[VOL] don't know","[VOL] don't know","[VOL] don't know","[VOL] don't know","[VOL] don't know","[VOL] don't know","part of the time","yes",48,"45 to 54","rent",5,"yes","Have kids, not old enough to attend schools","not-employed","not employed, homemaker","married","High school graduate/GED","Asian","yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian",NA,NA,"San Bernardino ","English","Female",1.03591799174367,NA,2008
"1828","right direction","bad times","yes, mild recession","yes","Democrat",2,0,0,"Barack Obama and Joe Biden","fairly closely","approve","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat liberal","fair amount","always","yes",22,"18 to 24","own",1,"no","Do not have kids","full-time employed",NA,"never married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"no religion (includes: not a believer, not religious, atheis",NA,"$20,000 to under $40,000","San Luis Obispo","English","Male",4.16363978391273,"Democratic",2008
"1829","wrong direction","bad times","yes, serious recession","yes","Democrat",2,0,0,"Barack Obama and Joe Biden","fairly closely","disapprove","disapprove","approve","only some of the time","a few big interests","[VOL] don't know","middle-of-the-road","fair amount","part of the time","yes",40,"35 to 44","own",8,"yes","Have kids, public schools","full-time employed",NA,"married","College graduate","Hispanic or Latino","yes",NA,"Catholic",NA,"$20,000 to under $40,000","Imperial       ","Spanish","Male",0.810674032221524,"Democratic",2008
"1830","wrong direction","bad times","yes, moderate recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","disapprove","disapprove","disapprove","most of the time","benefit of all of the people","some","somewhat liberal","fair amount","always","yes",44,"35 to 44","own",13,"yes","Have kids, public schools","full-time employed",NA,"married","Post graduate","Hispanic or Latino","yes",NA,"no religion (includes: not a believer, not religious, atheis",NA,"$100,000 to under $200,000","Ventura        ","English","Male",0.810674032221524,"Democratic",2008
"1831","right direction","bad times","no","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","approve","disapprove","approve","only some of the time","[VOL] don't know","a lot","somewhat liberal","fair amount","always","yes",42,"35 to 44","own",8,"yes","Have kids, not old enough to attend schools","full-time employed",NA,"married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"no religion (includes: not a believer, not religious, atheis",NA,"$80,000 to under $100,000","Santa Cruz     ","English","Male",0.810674032221524,"Democratic",2008
"1832","wrong direction","[VOL] don't know","yes, serious recession","yes","Democrat",2,0,0,"Barack Obama and Joe Biden","very closely","approve","disapprove","approve","only some of the time","a few big interests","a lot","somewhat liberal","only a little","part of the time","yes",37,"35 to 44","own",30,"no","Do not have kids","full-time employed",NA,"never married","High school graduate/GED","Hispanic or Latino","no","yes, U.S. citizen","Catholic","no, would not","$20,000 to under $40,000","Imperial       ","Spanish","Male",0.810674032221524,"Democratic",2008
"1833","right direction","bad times","yes, moderate recession","yes","Democrat",2,0,0,"Barack Obama and Joe Biden","very closely","approve","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat conservative","great deal","always","yes",41,"35 to 44","own",4,"yes","Have kids, both public and private schools","full-time employed",NA,"married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"no religion (includes: not a believer, not religious, atheis",NA,"$200,000 or more","Humboldt       ","English","Male",0.810674032221524,"Democratic",2008
"1834","wrong direction","good times","yes, mild recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","fairly closely","disapprove","disapprove","disapprove","most of the time","a few big interests","a lot","middle-of-the-road","only a little","nearly always","yes",38,"35 to 44","own",8,"yes","Have kids, public schools","full-time employed",NA,"married","Some high school or less","Hispanic or Latino","no","yes, U.S. citizen","Catholic","no, would not","Under $20,000","Monterey       ","Spanish","Male",0.810674032221524,"Democratic",2008
"1835","right direction","good times","yes, mild recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","approve","disapprove","approve","just about always","benefit of all of the people","a lot","somewhat liberal","[VOL] don't know","part of the time","yes",40,"35 to 44","rent",0,"no","Do not have kids","not-employed","[VOL] disabled; on disability","[VOL] living with partner","Some high school or less","Caucasian or White And Non-Hispanic","yes",NA,"Catholic",NA,"Under $20,000","Humboldt       ","English","Male",0.810674032221524,"Democratic",2008
"1836","wrong direction","bad times","yes, moderate recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","some","middle-of-the-road","fair amount","always","yes",43,"35 to 44","own",6,"yes","Have kids, public schools","full-time employed",NA,"married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"no religion (includes: not a believer, not religious, atheis",NA,"$60,000 to under $80,000","Humboldt       ","English","Male",0.810674032221524,"Democratic",2008
"1837","[VOL] don't know","[VOL] don't know","yes, serious recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","fairly closely","approve","disapprove","disapprove","only some of the time","a few big interests","don't waste very much","somewhat liberal","fair amount","always","yes",48,"45 to 54","own",16,"no","Do not have kids","full-time employed",NA,"married","Some high school or less","Hispanic or Latino","no","yes, U.S. citizen","Catholic","no, would not","Under $20,000","Santa Cruz     ","English","Male",1.10775052785556,"Democratic",2008
"1838","wrong direction","bad times","yes, serious recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","approve","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat liberal","great deal","always","yes",48,"45 to 54","own",12,"yes","Have kids, other schools","full-time employed",NA,"married","Some high school or less","Hispanic or Latino","no","yes, U.S. citizen","Catholic","yes, would","$40,000 to under $60,000","Monterey       ","Spanish","Male",1.10775052785556,"Democratic",2008
"1839","wrong direction","good times","yes, moderate recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","disapprove","disapprove","disapprove","[VOL] don't know","a few big interests","a lot","very conservative","fair amount","always","yes",53,"45 to 54","own",9,"no","Do not have kids","full-time employed",NA,"married","Some high school or less","Hispanic or Latino","no","yes, U.S. citizen","Catholic","no, would not","$20,000 to under $40,000","Monterey       ","Spanish","Male",1.10775052785556,"Democratic",2008
"1840","wrong direction","bad times","yes, moderate recession","yes","Democrat",2,0,0,"Barack Obama and Joe Biden","very closely","disapprove","disapprove","approve","only some of the time","a few big interests","a lot","middle-of-the-road","fair amount","always","yes",50,"45 to 54","own",5,"yes","Have kids, private schools","full-time employed",NA,"married","Post graduate","Caucasian or White And Non-Hispanic","yes",NA,"no religion (includes: not a believer, not religious, atheis",NA,"$200,000 or more","Santa Barbara  ","English","Male",1.10775052785556,"Democratic",2008
"1841","right direction","bad times","no","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","fairly closely","approve","disapprove","approve","most of the time","benefit of all of the people","a lot","very liberal","great deal","always","yes",60,"55 to 64","own",30,"no","Do not have kids","full-time employed",NA,"married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","no, would not","$100,000 to under $200,000","Ventura        ","English","Male",0.775741508411136,"Democratic",2008
"1842","wrong direction","bad times","yes, serious recession","yes","Democrat",2,0,0,"John McCain and Sarah Palin","fairly closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat liberal","great deal","nearly always","yes",60,"55 to 64","own",32,"yes","Have kids, public schools","full-time employed",NA,"married","High school graduate/GED","Caucasian or White And Non-Hispanic","yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","no, would not","$80,000 to under $100,000","San Luis Obispo","English","Male",0.775741508411136,"Democratic",2008
"1843","wrong direction","bad times","yes, serious recession","yes","Democrat",2,0,0,"Barack Obama and Joe Biden","very closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat liberal","fair amount","always","yes",56,"55 to 64","own",6,"no","Do not have kids","full-time employed",NA,"married","Some college",NA,"yes",NA,"no religion (includes: not a believer, not religious, atheis",NA,"$60,000 to under $80,000","Monterey       ","English","Male",0.775741508411136,"Democratic",2008
"1844","right direction","bad times","yes, serious recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","approve","disapprove","approve",NA,"a few big interests","a lot","somewhat liberal","great deal","always","yes",59,"55 to 64","own",20,"no","Do not have kids","full-time employed",NA,"married","Post graduate","Caucasian or White And Non-Hispanic","yes",NA,"Jewish",NA,"$100,000 to under $200,000","Nevada         ","English","Male",0.775741508411136,"Democratic",2008
"1845","wrong direction","bad times","yes, moderate recession","yes","Democrat",3,0,0,"Barack Obama and Joe Biden","fairly closely","disapprove","disapprove","disapprove","[VOL] none of the time, not at all","a few big interests","a lot","very liberal","only a little","always","yes",56,"55 to 64","rent",0,"no","Do not have kids","full-time employed",NA,"separated","Some college","Caucasian or White And Non-Hispanic","yes",NA,"no religion (includes: not a believer, not religious, atheis",NA,"$20,000 to under $40,000","Humboldt       ","English","Male",0.775741508411136,NA,2008
"1846","right direction","bad times","yes, moderate recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","not too closely","approve","disapprove","approve","only some of the time","a few big interests","some","somewhat liberal","fair amount","always","yes",55,"55 to 64","own",1,"no","Do not have kids","full-time employed",NA,"married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","no, would not","$100,000 to under $200,000","Del Norte      ","English","Male",0.775741508411136,"Democratic",2008
"1847","wrong direction","bad times","yes, serious recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","disapprove","disapprove","disapprove","[VOL] none of the time, not at all","benefit of all of the people","a lot","somewhat liberal","fair amount","always","yes",63,"55 to 64","own",3,"no","Do not have kids","part-time employed",NA,"married","Some college","Caucasian or White And Non-Hispanic","yes",NA,"no religion (includes: not a believer, not religious, atheis",NA,"$80,000 to under $100,000","Sierra         ","English","Male",0.775741508411136,"Democratic",2008
"1848","right direction","good times","yes, mild recession","yes","Democrat",2,0,0,"John McCain and Sarah Palin","not too closely","disapprove","disapprove","disapprove","[VOL] none of the time, not at all","a few big interests","a lot","middle-of-the-road","none","always","yes",60,"55 to 64","own",25,"no","Do not have kids","not-employed","not employed, retired","divorced","High school graduate/GED","Caucasian or White And Non-Hispanic","yes",NA,"Christian; just Christian","no, would not","$20,000 to under $40,000","Siskiyou       ","English","Male",0.775741508411136,"Democratic",2008
"1849","[VOL] don't know","bad times","[VOL] don't know","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","[VOL] don't know","disapprove","disapprove","only some of the time","a few big interests","some","somewhat liberal","great deal","always","yes",74,"65 or older","own",4,"no","Do not have kids","not-employed","not employed, retired","married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"no religion (includes: not a believer, not religious, atheis",NA,NA,"Santa Cruz     ","English","Male",0.543306006699894,"Democratic",2008
"1850","right direction","bad times","yes, moderate recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","fairly closely","[VOL] don't know","disapprove",NA,"only some of the time","a few big interests","some","very liberal","great deal","always","yes",73,"65 or older","own",5,"no","Do not have kids","not-employed","not employed, retired","never married","Post graduate","Caucasian or White And Non-Hispanic","yes",NA,"no religion (includes: not a believer, not religious, atheis",NA,"$200,000 or more","Santa Barbara  ","English","Male",0.543306006699894,"Democratic",2008
"1851","wrong direction","bad times","yes, serious recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","some","middle-of-the-road","great deal","always","yes",68,"65 or older","rent",4,"no","Do not have kids","not-employed","not employed, retired","widowed","Post graduate","Caucasian or White And Non-Hispanic","yes",NA,"Catholic","no, would not","$40,000 to under $60,000","Monterey       ","English","Male",0.543306006699894,"Democratic",2008
"1852","wrong direction","bad times","yes, moderate recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","[VOL] don't know","disapprove","[VOL] don't know","only some of the time","a few big interests","a lot","somewhat liberal","fair amount","always","yes",68,"65 or older","own",6,"no","Do not have kids","not-employed","not employed, retired","married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"no religion (includes: not a believer, not religious, atheis",NA,"$100,000 to under $200,000","Monterey       ","English","Male",0.543306006699894,"Democratic",2008
"1853","[VOL] don't know","bad times","[VOL] don't know","yes","Democrat",3,0,0,"Barack Obama and Joe Biden","fairly closely","approve","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat liberal","only a little","always","yes",78,"65 or older","own",40,"no","Do not have kids","not-employed","not employed, retired","married","Post graduate","Caucasian or White And Non-Hispanic","yes",NA,NA,"no, would not",NA,"Santa Cruz     ","English","Male",0.543306006699894,NA,2008
"1854","right direction","bad times","yes, moderate recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","fairly closely","approve","disapprove","disapprove","only some of the time","a few big interests","some","somewhat liberal","fair amount","always","yes",29,"25 to 34","own",0,"yes","Have kids, private schools","part-time employed",NA,"married","Some college","Caucasian or White And Non-Hispanic","yes",NA,"Christian; just Christian","no, would not","$40,000 to under $60,000","Santa Barbara  ","English","Female",1.66378735229221,"Democratic",2008
"1855","wrong direction","bad times","yes, serious recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","fairly closely","approve","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat liberal","fair amount","always","yes",18,"18 to 24","[VOL] neither",15,"no","Do not have kids","part-time employed",NA,"never married","High school graduate/GED","Caucasian or White And Non-Hispanic","no","yes, U.S. citizen","Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","no, would not","$80,000 to under $100,000","Santa Cruz     ","English","Female",1.66378735229221,"Democratic",2008
"1856","right direction","bad times","no","yes","Democrat",2,0,0,"Barack Obama and Joe Biden","very closely","approve","disapprove","approve","only some of the time","benefit of all of the people","a lot","somewhat conservative","fair amount","nearly always","yes",32,"25 to 34","own",0,"yes","Have kids, private schools","not-employed","not employed, homemaker","married","Post graduate","[VOL] Other (SPECIFY)","no","yes, U.S. citizen","Islam (Muslim)",NA,"$100,000 to under $200,000","Santa Barbara  ","English","Female",1.66378735229221,"Democratic",2008
"1857","[VOL] don't know","bad times","yes, mild recession","yes","Democrat",1,0,0,"John McCain and Sarah Palin","fairly closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","middle-of-the-road","only a little","part of the time","yes",37,"35 to 44","rent",0,"yes","Have kids, public schools","not-employed","not employed, homemaker","widowed","Some high school or less","Hispanic or Latino","yes",NA,"Christian; just Christian","yes, would","$20,000 to under $40,000","Imperial       ","English","Female",0.782065252007806,"Democratic",2008
"1858","wrong direction","good times","yes, moderate recession","yes","Democrat",2,0,0,"[VOL] don't know","not at all closely","approve","disapprove","[VOL] don't know","most of the time","a few big interests","some","somewhat conservative","only a little","nearly always","yes",37,"35 to 44","own",9,"yes","Have kids, public schools","part-time employed",NA,"married","Post graduate","Caucasian or White And Non-Hispanic","yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","yes, would","$40,000 to under $60,000","Siskiyou       ","English","Female",0.782065252007806,"Democratic",2008
"1859","wrong direction","[VOL] don't know","yes, serious recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","fairly closely","[VOL] don't know","disapprove","disapprove","[VOL] none of the time, not at all","a few big interests","a lot","very liberal","fair amount","always","yes",40,"35 to 44","own",2,"yes","Have kids, public schools","full-time employed",NA,"married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"no religion (includes: not a believer, not religious, atheis",NA,"$80,000 to under $100,000","Mariposa       ","English","Female",0.782065252007806,"Democratic",2008
"1860","wrong direction","bad times","no","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","fairly closely","disapprove","disapprove","disapprove","most of the time","a few big interests","a lot","somewhat liberal","fair amount","always","yes",35,"35 to 44","rent",5,"yes","Have kids, private schools","full-time employed",NA,"never married","College graduate","Hispanic or Latino","yes",NA,"Catholic","no, would not","$40,000 to under $60,000","Ventura        ","English","Female",0.782065252007806,"Democratic",2008
"1861","right direction","bad times","yes, serious recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","fairly closely","approve","disapprove","disapprove","only some of the time",NA,"a lot","middle-of-the-road","fair amount","nearly always","yes",42,"35 to 44","own",3,"no","Do not have kids","full-time employed",NA,"divorced","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"Buddhism",NA,"$60,000 to under $80,000","Ventura        ","English","Female",0.782065252007806,"Democratic",2008
"1862","wrong direction","bad times","yes, moderate recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","[VOL] don't know","disapprove","disapprove","only some of the time","a few big interests","a lot","very liberal","fair amount","always","yes",40,"35 to 44","own",5,"yes","Have kids, public schools","full-time employed",NA,"married","Some college","Hispanic or Latino","yes",NA,"Christian; just Christian","no, would not","$80,000 to under $100,000","Ventura        ","English","Female",0.782065252007806,"Democratic",2008
"1863","wrong direction","bad times","yes, serious recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","fairly closely","disapprove","disapprove","disapprove","only some of the time","benefit of all of the people","a lot","middle-of-the-road","fair amount","always","yes",43,"35 to 44","own",4,"yes","Have kids, not old enough to attend schools","full-time employed",NA,"never married","College graduate","Hispanic or Latino","yes",NA,"Christian; just Christian","yes, would","$60,000 to under $80,000","Santa Barbara  ","English","Female",0.782065252007806,"Democratic",2008
